"monsterpunt.id","ScientificName_accepted","biomass","density","lon","lat"
"BREEVTN02","Abra",8.33333333333333e-05,0.811111111111111,37.0555555555556,95.0555555555556
"BREEVTN02","Abra alba",0.0736983333333333,58.7722222222222,37.0555555555556,95.0555555555556
"BREEVTN02","Abra nitida",0.005065,1.42222222222222,37.0555555555556,95.0555555555556
"BREEVTN02","Ampelisca brevicornis",0.00173833333333333,2.15555555555556,37.0555555555556,95.0555555555556
"BREEVTN02","Amphiura filiformis",0.111132222222222,15.4555555555556,37.0555555555556,95.0555555555556
"BREEVTN02","Amphiuridae",0.000185,5,37.0555555555556,95.0555555555556
"BREEVTN02","Anthozoa",0.00751111111111111,1.62777777777778,37.0555555555556,95.0555555555556
"BREEVTN02","Atylus",7.11111111111111e-05,0.722222222222222,37.0555555555556,95.0555555555556
"BREEVTN02","Bathyporeia elegans",0.00171,5.69444444444444,37.0555555555556,95.0555555555556
"BREEVTN02","Bathyporeia guilliamsoniana",0.00108555555555556,3.04444444444444,37.0555555555556,95.0555555555556
"BREEVTN02","Branchiostoma lanceolatum",9.38888888888889e-05,0.711111111111111,37.0555555555556,95.0555555555556
"BREEVTN02","Callianassa",0.0811166666666667,35.7944444444444,37.0555555555556,95.0555555555556
"BREEVTN02","Callianassa subterranea",4.41347111111111,118.711111111111,37.0555555555556,95.0555555555556
"BREEVTN02","Capitellidae",0.000544444444444444,4.87777777777778,37.0555555555556,95.0555555555556
"BREEVTN02","Chaetozone christiei",0.000185555555555556,1.42222222222222,37.0555555555556,95.0555555555556
"BREEVTN02","Chaetozone setosa",0.00373611111111111,6.80555555555556,37.0555555555556,95.0555555555556
"BREEVTN02","Chamelea striatula",0.266223333333333,2.24444444444444,37.0555555555556,95.0555555555556
"BREEVTN02","Corbula gibba",0.00256111111111111,9.23333333333333,37.0555555555556,95.0555555555556
"BREEVTN02","Corystes cassivelaunus",0.434476666666667,0.711111111111111,37.0555555555556,95.0555555555556
"BREEVTN02","Diastylis bradyi",0.00170944444444444,5.69444444444444,37.0555555555556,95.0555555555556
"BREEVTN02","Diastylis laevis",0.000712222222222222,0.711111111111111,37.0555555555556,95.0555555555556
"BREEVTN02","Diplocirrus glaucus",0.00857777777777778,5.99444444444444,37.0555555555556,95.0555555555556
"BREEVTN02","Echinocardium",0.000244444444444444,2.43888888888889,37.0555555555556,95.0555555555556
"BREEVTN02","Echinocardium cordatum",11.0057138888889,126.433333333333,37.0555555555556,95.0555555555556
"BREEVTN02","Enipo kinbergi",0.00557777777777778,0.811111111111111,37.0555555555556,95.0555555555556
"BREEVTN02","Ensis ensis",0.851075555555556,0.711111111111111,37.0555555555556,95.0555555555556
